id,nombre,apellido,estado_civil,dni,nacionalidad,fecha_nacimiento,direccion,codigo_postal,provincia,telefono,email,es_moroso,profesion,salario,numero_cuenta,tipo_cuenta,saldo,antiguedad_cliente,genero
9770,Cayetano,Gallardo,Divorciado,22794252X,Australiana,1996-09-04,"Pasaje de Jeremías Boix 547 Piso 8 , Valladolid, 35453",33856,Jaén,648066207,feliciano90@example.org,False,Operador de máquinas para fabricar productos de caucho,"6871,29",ES4324463162773805364394,corriente,"63914,23",2020-07-03,Masculino
9771,Dionisia,Vives,Soltera,33235520Z,Haitiana,1979-12-21,"Plaza de Pablo Olivares 12, Segovia, 38154",16897,Valladolid,660475955,aguilamaria-angeles@example.com,False,Minero,"7480,54",ES6033093845854929844664,corriente,"34925,98",2024-01-07,Femenino
9772,Severiano,Falcó,Divorciado,72506017N,Keniata,1984-08-13,"Via Norberto Taboada 296 Apt. 74 , Cuenca, 27583",37738,Cantabria,771499819,kmurillo@example.net,False,Trabajador de cuidados personales a domicilio,"2588,13",ES8194266344006791036144,corriente,"16246,88",2020-09-18,Masculino
9773,Fortunata,Verdú,Divorciada,31637713V,Israelí,1984-12-29,"Paseo Marcia Rosselló 78, Huesca, 22438",15136,Málaga,647975136,vidalsolsona@example.net,False,Demostrador de tiendas,"3797,92",ES8396392703314244667124,corriente,"48069,28",2019-04-29,Femenino
9774,Yolanda,Barrios,Casada,43200708S,Lituana,2001-08-26,"Rambla de Martina Vives 689 Apt. 25 , Zaragoza, 43469",51667,Álava,787169313,adelaidapozo@example.org,False,Gerente de comercios al por mayor y al por menor,"2671,06",ES8037913750854476958561,corriente,"95195,2",2020-04-22,Femenino
9775,Matías,Riquelme,Casado,90861128L,Bosnia,1975-07-12,"Pasadizo Violeta Armas 36 Apt. 79 , Navarra, 13562",09429,Las Palmas,618007241,raulroma@example.com,False,Deportista,"6063,06",ES6301575012378605823359,corriente,"13266,74",2019-07-08,Masculino
9776,Trinidad,Grau,Divorciada,31847391G,Kuwaití,1955-06-28,"Rambla Plácido Mosquera 236 Piso 4 , Navarra, 31550",24981,Cáceres,776749851,cesar91@example.com,False,Reparador de bicicletas,"7929,78",ES2411434609106129412784,corriente,"45500,26",2025-01-25,Femenino
9777,Jose Luis,Alegria,Divorciado,37535637M,Etíope,1954-10-21,"Pasaje Quirino Morata 67, Tarragona, 14635",13845,Pontevedra,717446432,guerraoctavia@example.net,True,Mecánico y reparador de máquinas agrícolas e industriales,"4975,2",ES8633389271362157570211,corriente,"66820,55",2023-06-23,Masculino
9778,Agapito,Batlle,Casado,69569172Z,Japonesa,1982-01-09,"Urbanización de Emiliano Vega 550 Piso 0 , Zamora, 02539",11786,Córdoba,782285422,dtamarit@example.net,False,Ecónomo y mayordomos domésticos,"5786,46",ES4402566953966214066094,corriente,"57946,98",2023-11-12,Masculino
9779,Saturnino,Aparicio,Viudo,99775998C,Moldava,1970-01-09,"C. Pepe Hierro 82 Apt. 46 , Ourense, 34508",15288,Pontevedra,654406674,reinaamada@example.org,False,Profesional de nivel medio de medicina alternativa,"3622,45",ES5874929092078245238200,corriente,"28465,34",2023-10-07,Masculino
9780,Antonia,Guerra,Divorciada,35514891Q,Camboyana,1952-10-04,"Calle Alejandro Casal 16 Apt. 21 , Baleares, 35122",06711,Cantabria,785995480,hrosado@example.com,False,Chef,"3800,69",ES6411761979768845482900,corriente,"9113,02",2018-11-22,Femenino
9781,Sarita,Egea,Soltera,30380300Z,Indonesia,1968-05-18,"Vial de Teo Recio 79, Ourense, 49585",26891,Madrid,674326949,mauraarana@example.org,False,Gerente de hoteles o restaurantes,"1780,44",ES7637080554838206808633,corriente,"21114,72",2022-05-14,Femenino
9782,Reyes,Urrutia,Soltero,92837920F,Bangladesí,1978-11-26,"Via de Bonifacio Benavent 6, Almería, 20488",47608,Zaragoza,690127669,zmanrique@example.org,True,Lavandero,"1599,44",ES6626129426454511191575,corriente,"37341,14",2022-07-05,Masculino
9783,Juan Francisco,Aguado,Soltero,28588649V,Bermudeña,1990-04-09,"Alameda Jose Ramón Zabala 72 Piso 3 , León, 32643",08714,Cáceres,696588205,aguileramaribel@example.com,False,Modisto,"6391,65",ES9591099063593299722049,corriente,"27651,16",2021-02-06,Masculino
9784,Feliciano,Alemán,Casado,98736873N,Georgiana,2004-06-01,"Calle Carolina Núñez 93, Zaragoza, 33171",25913,Melilla,668245698,liliacaparros@example.net,False,Inspector de policía,"6216,89",ES3434785637558851771538,corriente,"64105,41",2025-05-21,Masculino
9785,Lupita,Arnal,Casada,18082510W,Española,1995-04-12,"Via de Olegario Márquez 23, Madrid, 34599",21550,Zaragoza,613749055,ileiva@example.net,False,Veterinario,"4424,05",ES5510599254053331218885,corriente,"38634,51",2022-08-15,Femenino
9786,Amanda,Avilés,Soltera,38237094P,Francesa,2001-10-31,"Avenida de Rubén Solsona 62, Tarragona, 42720",47715,Segovia,622914888,luisa59@example.com,True,Barrendero,"4485,95",ES9865661441582287186849,corriente,"66098,74",2023-08-19,Femenino
9787,Esmeralda,Aranda,Viuda,19801427Z,Bermudeña,1964-03-07,"Cañada Ana Sofía Terrón 547 Piso 6 , Zamora, 46536",37141,Asturias,792256596,noeliafiol@example.com,False,Corrector de pruebas de imprenta,"2784,77",ES3193664035878070403245,corriente,"57666,05",2018-09-19,Femenino
9788,Irma,Giner,Divorciada,74208510E,Iraquí,1946-09-24,"Via Blanca Lopez 45 Apt. 86 , Murcia, 49983",18119,Guadalajara,768917430,almansamarina@example.org,False,"Supervisor de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos","7348,44",ES9591572711772721822463,corriente,"48578,92",2018-04-26,Femenino
9789,Haydée,Briones,Divorciada,71846688R,Salvadoreña,1949-08-18,"Alameda de Jose Angel Rubio 73, Alicante, 47138",05960,Toledo,754357675,etolosa@example.org,True,Filósofo,"4173,84",ES6790857412445745766328,corriente,"74896,75",2019-12-07,Femenino
9790,Albina,Aguirre,Casada,16949157C,Antiguana,1997-06-12,"Callejón Albina Figuerola 82 Apt. 71 , Cantabria, 50113",35698,Jaén,746359404,amormanzano@example.net,True,Desarrollador de software,"7103,81",ES9564461747157250276123,corriente,"80046,48",2021-11-14,Femenino
9791,Guiomar,Carlos,Soltero,96044227E,Argelina,1980-03-02,"Pasaje María Egea 57 Puerta 6 , La Coruña, 50173",50029,Pontevedra,660732383,yago69@example.net,False,Peón de jardinería y horticultura,"2459,96",ES7824173305778419999112,corriente,"49246,69",2022-11-06,Masculino
9792,Toño,Mosquera,Divorciado,43971416Q,Venezolana,1946-07-30,"Urbanización de Ignacia Cárdenas 5 Apt. 81 , Ourense, 09742",34109,Tarragona,797241709,mmariscal@example.net,False,Desarrollador Web y multimedia,"5493,66",ES8670606765727510913475,corriente,"86406,9",2019-05-15,Masculino
9793,Rosalinda,Giner,Soltera,17470387R,Italiana,2002-04-30,"Calle Florencio Jáuregui 35, Tarragona, 18578",14270,Tarragona,758554462,bpardo@example.net,True,Diseñador de interior,"4274,19",ES2532934132629449819411,corriente,"2348,05",2022-09-11,Femenino
9794,Macarena,Alcolea,Divorciada,45792100C,Georgiana,1963-01-26,"Camino de Bartolomé Guardia 92, Melilla, 26126",03504,Badajoz,741038135,donatoolive@example.net,True,Empacador manual,"4517,09",ES5773709099647007647239,corriente,"70970,28",2022-02-12,Femenino
9795,Jose,Pascual,Soltero,47109998H,Kuwaití,1944-09-30,"C. Pastor Marco 2 Puerta 7 , Girona, 47468",08395,Albacete,779698517,malopaca@example.org,False,Médico general,"4967,39",ES2074522565149718495443,corriente,"88027,79",2023-04-03,Masculino
9796,Rosendo,Rosado,Casado,20445989R,Tailandesa,1992-12-05,"Ronda Fátima Morera 6, Álava, 18362",13463,Sevilla,723318753,perearogelio@example.com,False,Cuidador de niños,"4021,01",ES3640137243630775276067,corriente,"40063,34",2018-02-01,Masculino
9797,Jimena,Pinedo,Divorciada,31909330G,Paraguaya,1952-09-12,"Vial María Carmen Alvarado 57 Puerta 1 , Zamora, 39828",47852,Barcelona,758270582,campsjuan-manuel@example.com,False,Mecánico y reparador de vehículos de motor,"5733,26",ES1138147497071929311446,corriente,"56769,26",2022-01-07,Femenino
9798,Felisa,Carrasco,Divorciada,29138880L,Kuwaití,1949-02-22,"Ronda de Reyes Arce 7, Las Palmas, 36639",01085,Valladolid,721946190,hhidalgo@example.org,False,Historiador,"7584,35",ES0940174687449153162194,corriente,"41761,68",2022-10-13,Femenino
9799,Elba,Gabaldón,Casada,26717439H,Eslovena,1961-11-03,"Alameda Delfina Bonet 61 Puerta 8 , Jaén, 24340",06900,Valencia,647051112,torrentsvidal@example.com,False,Conductor de camiones pesados,"5105,52",ES1752874727167462892529,corriente,"16766,76",2023-08-03,Femenino
9800,Augusto,Díaz,Soltero,92786762R,Australiana,1980-01-03,"Cuesta de Rosaura Cuevas 1, Salamanca, 33324",50034,Asturias,665244360,ofelia93@example.com,True,Secretario administrativo,"3510,34",ES7543241380972048476740,corriente,"51445,22",2024-05-11,Masculino
9801,Alejo,Patiño,Casado,79026047W,Danesa,1991-12-31,"Glorieta Marcelo Hoz 174, Almería, 14731",08405,Guipúzcoa,791669881,marina93@example.net,True,Asesor de inversiones,"2403,44",ES3527275474936619412183,corriente,"86853,75",2024-09-12,Masculino
9802,Georgina,Pardo,Soltera,88255780L,Croata,1950-08-26,"Via Filomena Balaguer 60 Apt. 08 , Sevilla, 04155",51070,Cantabria,779089010,maurasimo@example.org,True,Farmacéutico,"3289,39",ES5900202121884113190860,corriente,"42875,9",2024-03-09,Femenino
9803,Roque,Doménech,Divorciado,79853921Z,Beninesa,1960-06-11,"Paseo de Íngrid Guillen 23, Salamanca, 29594",38719,Barcelona,751723176,xrosa@example.org,False,Policías,"6204,26",ES7495407402856136832737,corriente,"61177,68",2023-07-29,Masculino
9804,Dora,Ávila,Divorciada,92725575V,Uruguaya,1976-07-09,"Pasaje Gabriela Quesada 201, Toledo, 47198",19633,Cádiz,646252206,aitanacatala@example.net,True,Especialista en políticas de administración,"3781,53",ES0135504743112598902578,corriente,"3453,3",2022-01-21,Femenino
9805,Xiomara,Doménech,Divorciada,36584273J,Beninesa,1996-07-24,"Calle Teodosio Galindo 8, Cáceres, 15720",30695,Jaén,616258980,concha64@example.net,False,Programador de aplicaciones,"5440,63",ES0832807923200108003396,corriente,"29656,95",2025-07-16,Femenino
9806,Leticia,Tamarit,Casada,76350921Y,Yemení,1996-10-29,"Rambla Marcela Herrero 56 Puerta 3 , Las Palmas, 27777",16673,Guadalajara,738217325,afeliu@example.com,False,Profesional de nivel medio de enfermería,"5186,66",ES5676871070261863579742,corriente,"2489,76",2021-09-18,Femenino
9807,Lina,Acedo,Casada,40736691B,Serbia,2005-03-27,"Urbanización de Domitila Sánchez 30 Puerta 3 , Soria, 01466",08357,Cantabria,633514375,ohuertas@example.org,False,Curador de museos,"6890,93",ES1131274857032835907687,corriente,"66494,68",2024-08-13,Femenino
9808,Rosalina,Carbajo,Divorciada,81140691A,China,1966-12-17,"Plaza de Lina Jurado 5 Puerta 4 , Tarragona, 04682",05932,Ourense,629976659,abraham99@example.net,False,"Empleado de servicios estadísticos, financieros y de seguros","3831,44",ES6031907233804519315537,corriente,"12188,51",2024-06-17,Femenino
9809,Rufina,Palomares,Divorciada,85847744Z,Angoleña,1974-12-15,"Cañada Josep Crespo 205, Palencia, 02973",30908,Almería,670839059,baltasar54@example.com,True,Profesor de música,"3701,4",ES4657603312028150893131,corriente,"7145,07",2021-06-13,Femenino
9810,Gaspar,Bas,Casado,78830968D,Saudita,1986-04-18,"Paseo Ángela Castro 389, Málaga, 43184",24619,Jaén,640510840,taboadahoracio@example.com,False,Impresor,"4766,93",ES3039914608887444904660,corriente,"40974,77",2018-09-03,Masculino
9811,Eufemia,Duran,Divorciada,72253093L,Malasia,1957-04-13,"Vial de Geraldo Neira 236 Apt. 84 , Las Palmas, 48139",40513,Melilla,617462211,cuencadani@example.net,True,Especialista en políticas de administración,"4306,6",ES3096956228510513777401,corriente,"39560,93",2024-04-24,Femenino
9812,Martina,Antón,Divorciada,14457489B,Egipcia,1958-02-19,"Calle de Amado Martin 95 Apt. 65 , Teruel, 34340",34021,Cáceres,618741925,lujanjose-luis@example.org,False,Lingüista,"1707,46",ES0538962418304937117879,corriente,"86329,41",2024-04-23,Femenino
9813,Albina,Castilla,Casada,95816008D,Bangladesí,2001-11-15,"Cañada de José Manuel Hervia 88, Granada, 18252",43721,Almería,783207687,estrella75@example.org,False,Cuidador de niños,"5469,81",ES2021789035527618910630,corriente,"92055,26",2018-09-03,Femenino
9814,Carolina,Fuertes,Casada,79538200Z,Letona,1964-02-27,"Urbanización Íngrid Morcillo 820 Puerta 0 , Soria, 17086",28123,Huesca,752343428,encarnacioncanizares@example.net,False,Barrendero,"2246,48",ES1201072533178042943350,corriente,"40996,7",2023-02-15,Femenino
9815,Visitación,Moya,Divorciada,36013902L,Paraguaya,2001-06-05,"Alameda de Belen Valle 13 Piso 0 , Burgos, 28819",47888,Guipúzcoa,727207503,maricruzlinares@example.org,False,Focumentalista,"4586,1",ES9578781997928884284445,corriente,"86337,23",2025-05-29,Femenino
9816,Bartolomé,Sanjuan,Divorciado,16767205K,Camboyana,1981-01-23,"Urbanización Faustino Tomás 46 Piso 6 , Cádiz, 07606",35499,Córdoba,653891744,sabaterangel@example.org,False,Profesional de relaciones públicas,"6229,02",ES3651477863233747310000,corriente,"21969,64",2023-11-24,Masculino
9817,Lucila,Puig,Casada,80616262C,Portuguesa,1946-01-26,"Callejón Visitación Pozo 87 Apt. 32 , Madrid, 14305",48985,Melilla,719906463,aura72@example.com,False,Director de teatro,"6191,34",ES2447454128702412832301,corriente,"72519,82",2018-12-29,Femenino
9818,Abilio,Mateu,Divorciado,10738651C,Letona,1990-09-16,"Cuesta de Sonia Huerta 54 Puerta 0 , Albacete, 03597",30554,Tarragona,662733491,benignacervantes@example.net,False,Matemático,"3971,24",ES0499521378529445992859,corriente,"50659,86",2020-09-18,Masculino
9819,Conrado,Jáuregui,Soltero,43348913P,Bahameña,1977-05-20,"Glorieta Estefanía Pinedo 383, Soria, 23898",38833,Lugo,756354814,reciojenaro@example.com,False,Electricista de obras,"7690,25",ES8755070678485281108847,corriente,"57297,64",2020-10-02,Masculino
9820,Dominga,Osorio,Soltera,76402493N,Senegalesa,2000-01-30,"Vial Eufemia Segovia 87, Valencia, 48996",28850,Cuenca,642280365,oortega@example.com,False,Director financiero,"2883,24",ES1374812780309152956137,corriente,"65075,65",2021-09-15,Femenino
9821,Manola,Cabanillas,Casada,31138117G,Qatari,1965-10-28,"Glorieta de Francisco Javier Márquez 13 Apt. 04 , Lugo, 11899",30938,Almería,660062420,omancebo@example.org,False,Cuidador de niños,"5125,33",ES6579077813423393786171,corriente,"17448,78",2024-02-27,Femenino
9822,Marta,Gordillo,Divorciada,30618880S,Bosnia,1974-08-28,"Via Olalla Amigó 85, Baleares, 47618",08933,Girona,657740529,vdavila@example.com,False,Sericultor,"6143,86",ES2300581182620483116192,corriente,"25862,02",2025-07-07,Femenino
9823,Otilia,Cantero,Casada,36467480Z,Georgiana,2006-11-09,"Cuesta Chita Redondo 43 Piso 9 , Girona, 38837",28439,Pontevedra,794957134,melisa77@example.org,False,Fisioterapeuta,"3920,35",ES7995269625627798943021,corriente,"5781,4",2023-03-19,Femenino
9824,Elena,Anaya,Divorciada,34467735G,Finlandesa,1945-06-18,"Vial Elvira Beltran 291 Piso 9 , Teruel, 39208",14105,Zaragoza,719016353,jenaromorata@example.net,True,Patronista y cortador de tela,"5387,39",ES4287183150027017027409,corriente,"61097,96",2018-05-21,Femenino
9825,Simón,Rosales,Casado,88412244Z,Mexicana,2002-05-11,"Cuesta de Candelas Godoy 98, Palencia, 02076",08556,León,719116896,bautistacristina@example.net,False,Oficinista general,"2390,81",ES1860904129812711048244,corriente,"21657,56",2021-01-01,Masculino
9826,Bartolomé,Águila,Divorciado,25266320S,Saudita,1960-08-06,"Urbanización de Rodolfo Blasco 3 Apt. 39 , Álava, 36596",28865,Álava,659674368,vilanovacebrian@example.com,True,Cortador de vidrio,"1736,21",ES9607547328988195889074,corriente,"22734,08",2018-08-16,Masculino
9827,Ramiro,Lasa,Soltero,38363039M,Monegasca,1993-09-06,"Via Baltasar Lobo 74 Apt. 54 , Sevilla, 03824",34235,La Rioja,741027977,jbaez@example.com,False,Agente de maniobras,"3589,59",ES8286205996810173034329,corriente,"83943,65",2020-03-07,Masculino
9828,Alicia,Llamas,Casada,65632654S,Rumana,1955-07-31,"Vial de Itziar Cuéllar 3, Murcia, 50745",28314,Jaén,718860435,wtorrens@example.net,True,Operador de instalaciones de tratamiento de agua,"5361,8",ES9502525599952206282242,corriente,"91210,98",2022-03-29,Femenino
9829,Nereida,Garzón,Divorciada,23505097V,Australiana,1989-10-26,"C. Carina Acedo 10 Apt. 83 , Guipúzcoa, 34927",28201,Toledo,643223891,feliciano00@example.com,False,Mensajero,"5800,13",ES0992787709174547438538,corriente,"16136,73",2025-03-26,Femenino
9830,Nicolás,Amores,Casado,23528089D,Ucraniana,1957-08-23,"Urbanización Íngrid Plana 94 Piso 8 , Sevilla, 37649",36861,Cuenca,719949449,alba95@example.org,True,Agrónomo,"5461,88",ES1552084351909363313255,corriente,"21477,33",2021-08-11,Masculino
9831,Ignacia,Robledo,Divorciada,89354650H,Polaca,1996-02-29,"Cuesta Emiliana Campo 38 Puerta 3 , Lleida, 31342",03931,Guadalajara,620850298,emperatriz88@example.org,False,Catador de bebidas,"1983,7",ES8670069378603978194180,corriente,"63314,14",2018-03-06,Femenino
9832,Íñigo,Delgado,Divorciado,50567130C,Peruana,1946-09-23,"Paseo Jacinta Arias 746, Santa Cruz de Tenerife, 17810",14522,Ciudad,685454825,donato58@example.com,False,Pulidor de vidrio,"5405,57",ES7633564981584484464496,corriente,"93847,77",2025-02-22,Masculino
9833,Valentín,Piquer,Viudo,82225481K,Singapurense,1990-12-16,"Pasaje de Juan Luis Ramón 66 Puerta 1 , Tarragona, 05831",51800,Santa Cruz de Tenerife,692620185,amorhoz@example.org,False,Director de servicios de salud,"7455,37",ES1969742379369560794819,corriente,14847,2024-08-22,Masculino
9834,Amanda,Carmona,Soltera,44207951L,Turca,1945-02-25,"C. de Tecla Gallego 50, Ciudad, 19897",38479,Jaén,797735270,aureliano51@example.net,False,Instalador y reparador de líneas eléctricas,"6121,19",ES6209094491150044013060,corriente,"25407,28",2019-10-06,Femenino
9835,Wilfredo,Talavera,Casado,18903271P,Singapurense,1987-02-12,"Glorieta de Noemí Vélez 49 Puerta 8 , Cuenca, 48840",41753,Huelva,793588677,augusto53@example.com,True,Químico,"2054,01",ES9645689974068512800658,corriente,"8886,48",2023-09-07,Masculino
9836,Bartolomé,Hoz,Divorciado,47626446R,Bielorrusa,1957-03-02,"Camino de Victorino Ayuso 437 Puerta 8 , Valencia, 15776",41201,La Rioja,654785550,atorrent@example.org,False,Operador de máquinas para fabricar cemento y otros productos minerales,"3088,17",ES6683351055081052702635,corriente,"85649,27",2024-10-17,Masculino
9837,Graciana,Mata,Casada,33504201D,Camerunesa,1980-03-28,"Acceso de Coral Sales 7 Apt. 67 , Badajoz, 36408",30361,Melilla,657963562,diego35@example.net,False,Profesional de nivel medio de partería,"7630,28",ES4837234332893934416514,corriente,8821,2024-01-27,Femenino
9838,María Carmen,Escudero,Casada,36590561E,Argentina,1963-08-22,"Ronda de Manuela Viñas 446, Guadalajara, 22835",32304,Murcia,746974145,pachecoaroa@example.com,False,Peletero,"1543,23",ES0560297733041494336547,corriente,"33593,05",2018-11-29,Femenino
9839,Geraldo,Llorente,Divorciado,78388962V,Jamaicana,1960-01-01,"Urbanización de Melisa Barceló 5 Apt. 18 , Ciudad, 03326",47315,Zamora,741640738,dreig@example.com,False,Instructor de educación física y actividades recreativas,"7325,73",ES4705149275883863124748,corriente,"19131,27",2021-01-19,Masculino
9840,Yésica,Molins,Casada,17976218Q,Boliviana,2006-06-10,"Pasadizo Fabio Mármol 92, Toledo, 10672",10937,Málaga,724978871,anabelcanton@example.org,False,Empacador manual,"7964,91",ES2757594580521147553425,corriente,"36983,72",2020-08-02,Femenino
9841,Roxana,Sotelo,Casada,68527537A,Armenia,1984-10-22,"Via Xiomara Robledo 42 Apt. 45 , Cádiz, 39698",34576,Valencia,743988232,gabrielazapata@example.com,False,Supervisor de industria manufacturera,"7666,39",ES4492116801631900820620,corriente,"16739,42",2020-01-28,Femenino
9842,Maite,Fortuny,Casada,17425272N,Letona,1971-09-28,"Urbanización Etelvina Villalobos 8 Piso 1 , Murcia, 41716",41183,Murcia,649034993,bibianacarbajo@example.com,False,Sociólogo,"1407,79",ES0820894275992162485822,corriente,"874,84",2024-05-08,Femenino
9843,Tomasa,Palacios,Divorciada,23762678K,Bosnia,1958-07-09,"Urbanización Lino Serrano 34, Sevilla, 46529",07834,Almería,745176544,mteruel@example.com,True,Cobrador,"1652,36",ES2597790087584353925090,corriente,"22713,16",2023-12-17,Femenino
9844,Crescencia,Gallego,Divorciada,49045232D,Letona,1967-07-08,"Alameda Amparo Cazorla 35 Piso 6 , Segovia, 24947",10097,La Coruña,692898108,rodrigojenny@example.com,False,Tapicero,"5887,46",ES7035796653358041028731,corriente,"79983,78",2024-11-05,Femenino
9845,Amado,Millán,Divorciado,43379447K,Suiza,1979-09-19,"Vial Cebrián Fuentes 7, Ourense, 03425",29887,Granada,742827135,manusantamaria@example.com,False,Agente de aduanas,"6696,15",ES0461755042259379394735,corriente,"86129,25",2022-04-02,Masculino
9846,Elena,Nicolás,Divorciada,44801974K,Rumana,1962-02-24,"Pasaje Lisandro Escamilla 5 Piso 7 , Tarragona, 49809",30202,Asturias,773827420,mateomorera@example.net,False,Curtidor,"6921,83",ES4325970514120374885628,corriente,"24044,48",2020-02-21,Femenino
9847,Juan Pablo,Vallejo,Divorciado,89941518H,Serbia,1945-01-09,"Avenida Gilberto Ramírez 54, Pontevedra, 26390",17317,Jaén,737101261,esanz@example.net,False,Director de producción de piscicultura y pesca,"3232,16",ES3165618737853537502057,corriente,"38481,56",2022-10-28,Masculino
9848,Emigdio,Vallejo,Divorciado,56356480V,Senegalesa,1971-07-27,"Via Josué Bonilla 15 Piso 2 , Melilla, 23508",27780,Valencia,636031163,consuela44@example.com,False,Historiador,"5592,7",ES5476450074729128781273,corriente,"70189,22",2018-06-09,Masculino
9849,Paco,Ruano,Divorciado,84672452E,Butanesa,1980-10-07,"Callejón de Pili Arjona 535, Ávila, 27388",02217,Murcia,635637455,jesusa22@example.net,True,Químico,"7859,76",ES8227868143095913190172,corriente,"47244,75",2021-08-22,Masculino
9850,Roldán,Viñas,Divorciado,63402442K,Afgana,2005-11-20,"Paseo Reina Hernández 46, Girona, 51200",37270,Toledo,773305076,felix60@example.com,False,Asistente de venta,"3878,85",ES0908744654563189870147,corriente,"45763,8",2023-03-13,Masculino
9851,Eufemia,Ruiz,Divorciada,52962736S,China,1958-05-26,"Via de Salomé Simó 76, León, 18082",36364,Girona,647926434,scorrea@example.org,True,Operador de instalaciones de refinación de petróleo y gas natural,"6839,44",ES4677234461122581553651,corriente,"31154,57",2020-07-22,Femenino
9852,Leonardo,Nicolás,Divorciado,80344447L,Argentina,1951-06-09,"C. de Jafet Capdevila 1, Álava, 20424",41176,Teruel,681647342,marcia89@example.com,True,Director de recursos humanos,"5622,58",ES0978499345771556632958,corriente,"62483,88",2023-06-12,Masculino
9853,Estela,Sebastián,Casada,90338473Q,Eslovena,1991-03-29,"Avenida Vicente Plaza 193 Apt. 01 , Pontevedra, 19022",06379,Las Palmas,782930409,belen95@example.net,False,Profesor de formación profesional,"4645,46",ES6019041682519351246020,corriente,"46847,57",2022-11-10,Femenino
9854,Josefa,Alcázar,Casada,33342702Q,Haitiana,1961-06-18,"Paseo de Bartolomé Avilés 99, Tarragona, 15807",15637,Lugo,759975417,mpedrosa@example.net,False,Operador de grúas y aparatos elevadores,"4329,42",ES8233514699824842960787,corriente,"24835,63",2024-03-06,Femenino
9855,Virginia,Correa,Casada,38047718Z,Ucraniana,1988-03-22,"Avenida de Yago Aguiló 47 Puerta 5 , Sevilla, 05500",06146,Zamora,773583742,eutimiocarretero@example.org,True,Operador de máquinas de coser,"3142,58",ES7871252059688201753349,corriente,"93606,2",2019-01-10,Femenino
9856,Jordi,Doménech,Divorciado,38210291T,Peruana,1998-06-24,"Urbanización de Pascuala Nevado 1, Baleares, 44359",23544,Ceuta,777590890,begonayuste@example.com,False,Técnico en documentación sanitaria,"6508,3",ES6446191021557341414822,corriente,"79161,04",2018-01-25,Masculino
9857,Georgina,Elías,Casada,70647920Q,Árabe,1978-09-14,"Glorieta Chema Batlle 78 Piso 0 , Pontevedra, 11861",33797,Huelva,775653183,alsinacurro@example.com,False,Personal de limpieza,"3848,73",ES7330480186751833194816,corriente,"57527,92",2025-01-09,Femenino
9858,Cristina,Zorrilla,Casada,34083255S,Turca,1963-09-07,"Alameda Seve Castelló 9, Lugo, 12671",04387,Huelva,790629028,octavioacedo@example.org,False,Ingeniero industrial,"7224,15",ES6619891161896637169995,corriente,"24687,76",2023-02-15,Femenino
9859,Gilberto,Anaya,Divorciado,20334880M,Gabonesa,1991-05-02,"Glorieta de Carmelo Rueda 89, Toledo, 51553",33507,La Rioja,711297585,lbeltran@example.net,True,Lavador de ventanas,"1832,91",ES0597843635685121818948,corriente,"82732,54",2025-02-12,Masculino
9860,Soledad,Moya,Divorciada,10089945Y,Camboyana,1990-10-20,"Pasaje Lope Márquez 95, Lleida, 22295",14185,Navarra,713015199,taliaga@example.org,False,Alfarero,"6528,29",ES0261271366743661119788,corriente,"87835,3",2023-10-17,Femenino
9861,Gabriela,Marí,Soltera,94615028C,Armenia,2007-06-18,"Avenida de Feliciano Adán 18, Lleida, 46964",34629,Ciudad,629939721,calvetnydia@example.com,False,Fotógrafo,"3935,27",ES5474758176682459781164,corriente,"3148,2",2024-06-09,Femenino
9862,Manola,Galán,Divorciada,72957671S,Turca,2003-01-12,"Pasaje Bonifacio Álvaro 52 Apt. 68 , Soria, 10492",14801,Las Palmas,701457220,joverinmaculada@example.net,False,Controlador de instalaciones de procesamiento de productos químicos,"1333,24",ES8646023933410770480294,corriente,"49278,65",2024-07-31,Femenino
9863,Luciana,Calzada,Viuda,71850000R,Danesa,1989-11-30,"Urbanización de Martin Mur 470 Puerta 8 , Ourense, 37584",50513,Ciudad,673796171,palomamesa@example.com,True,Mecánico y reparador de motores de avión,"7070,9",ES7039907118927863472184,corriente,"52660,8",2022-01-29,Femenino
9864,Arsenio,Rocha,Casado,27256262C,Surcoreana,1948-06-08,"Ronda Julieta Frutos 8 Puerta 0 , Salamanca, 29082",40051,Córdoba,691129078,nidiaorozco@example.net,False,Estadístico,"4417,93",ES7590297823200209178369,corriente,"76254,21",2020-10-11,Masculino
9865,Rosendo,Carrillo,Divorciado,62225093L,Bermudeña,1953-04-15,"Alameda de Calixta Peñalver 946 Apt. 46 , Vizcaya, 31567",09233,Málaga,669724655,julieta18@example.org,False,Zoólogo,"4045,59",ES0408338317184972840792,corriente,"76134,67",2020-04-25,Masculino
9866,Verónica,Cano,Soltera,85373203D,Siria,1988-07-08,"Avenida Pedro Enríquez 7 Puerta 4 , Pontevedra, 36646",25864,Guadalajara,696900746,fabian54@example.org,False,Locutor de radio,"7710,69",ES1295330676638526708470,corriente,"8171,58",2019-05-03,Femenino
9867,Hugo,Andres,Divorciado,44259196C,Surcoreana,1954-02-22,"Pasaje de Calista Osuna 46 Puerta 0 , Salamanca, 49483",07334,Asturias,601360591,segarraleire@example.com,False,Director de recursos humanos,"6702,86",ES7881889083677102462010,corriente,"93251,68",2020-06-05,Masculino
